E200001978120176201047FF,1 ,1581560384596,-59,head,0
E200001978120213203CA001,1 ,1581560384600,-62,head,0
E20000197812013320104799,1 ,1581560384590,-69,head,0
E200001978120176201047FF,2 ,1581560384681,-60,--,0
E200001978120213203CA001,2 ,1581560384679,-62,--,0
E20000197812013320104799,2 ,1581560384683,-70,--,0
E200001978120176201047FF,3 ,1581560384781,-65,--,0
E200001978120213203CA001,3 ,1581560384777,-65,--,0
E200001978120176201047FF,4 ,1581560384878,-67,--,0
E200001978120152201047FD,2 ,1581560384881,-61,--,0
E200001978120213203CA001,4 ,1581560384885,-58,--,0
E200001978120152201047FD,1 ,1581560384783,-71,head,0
E200001978120213203CA001,5 ,1581560384983,-58,--,0
E200001978120152201047FD,3 ,1581560384980,-63,--,0
E200001978120176201047FF,5 ,1581560385083,-65,--,0
E200001978120213203CA001,6 ,1581560385081,-64,--,0
E200001978120152201047FD,4 ,1581560385078,-69,--,0
E200001978120213203CA001,7 ,1581560385175,-59,--,0
E200001978120152201047FD,5 ,1581560385177,-61,--,0
E200001978120176201047FF,6 ,1581560385179,-66,--,0
E200001978120152201047FD,6 ,1581560385274,-64,--,0
E200001978120176201047FF,7 ,1581560385279,-63,--,0
E200001978120213203CA001,8 ,1581560385277,-61,--,0
E200001978120176201047FF,8 ,1581560385372,-61,--,0
E200001978120152201047FD,7 ,1581560385377,-63,--,0
E200001978120213203CA001,9 ,1581560385375,-62,--,0
E200001978120176201047FF,9 ,1581560385471,-65,--,0
E200001978120152201047FD,8 ,1581560385474,-68,--,0
E200001978120152201047FD,9 ,1581560385570,-63,--,0
E200001978120176201047FF,10 ,1581560385575,-63,--,0
E200001978120213203CA001,10 ,1581560385573,-63,--,0
E200001978120213203CA001,11 ,1581560385669,-64,--,0
E200001978120176201047FF,11 ,1581560385671,-63,--,0
E200001978120152201047FD,10 ,1581560385674,-64,--,0
E200001978120213203CA001,12 ,1581560385764,-65,--,0
E200001978120176201047FF,12 ,1581560385767,-65,--,0
E200001978120213203CA001,13 ,1581560385867,-65,--,0
E200001978120176201047FF,13 ,1581560385870,-65,--,0
E200001978120213203CA001,14 ,1581560385962,-59,--,0
E200001978120152201047FD,11 ,1581560385965,-60,--,0
E200001978120213203CA001,15 ,1581560386061,-61,--,0
E200001978120176201047FF,14 ,1581560386063,-65,--,0
E200001978120152201047FD,12 ,1581560386059,-63,--,0
E200001978120213203CA001,16 ,1581560386163,-66,--,0
E200001978120176201047FF,15 ,1581560386170,-62,--,0
E200001978120152201047FD,13 ,1581560386168,-64,--,0
E200001978120176201047FF,16 ,1581560386247,-65,--,0
E200001978120152201047FD,14 ,1581560386343,-63,--,0
E200001978120176201047FF,17 ,1581560386346,-63,--,0
E200001978120213203CA001,17 ,1581560386459,-61,--,0
E200001978120152201047FD,15 ,1581560386455,-62,--,0
E200001978120176201047FF,18 ,1581560386451,-68,--,0
E20000197812013320104799,3 ,1581560386457,-70,--,0
E200001978120152201047FD,16 ,1581560386547,-65,--,0
E200001978120176201047FF,19 ,1581560386550,-63,--,0
E200001978120152201047FD,17 ,1581560386645,-64,--,0
E200001978120176201047FF,20 ,1581560386648,-65,--,0
E200001978120213203CA001,18 ,1581560386743,-65,--,0
E200001978120176201047FF,21 ,1581560386740,-64,--,0
E200001978120176201047FF,22 ,1581560386842,-64,--,0
E20000197812013320104799,4 ,1581560386845,-69,--,0
E20000197812013320104799,5 ,1581560386938,-69,--,0
E200001978120176201047FF,23 ,1581560386940,-63,--,0
E200001978120152201047FD,18 ,1581560387041,-63,--,0
E200001978120176201047FF,24 ,1581560387038,-63,--,0
E200001978120176201047FF,25 ,1581560387119,-63,--,0
E200001978120152201047FD,19 ,1581560387220,-64,--,0
E200001978120213203CA001,19 ,1581560387223,-64,--,0
E200001978120176201047FF,26 ,1581560387225,-64,--,0
E200001978120152201047FD,20 ,1581560387329,-63,--,0
E200001978120176201047FF,27 ,1581560387325,-62,--,0
